record_id,kode_wilayah,nama_wilayah,tingkat_wilayah,tahun,topik,kode_indikator,nama_indikator,nilai,satuan,jenis_disagregasi_1,kategori_disagregasi_1,jenis_disagregasi_2,kategori_disagregasi_2,dataset_asal,id_indikator_unik
SEA-0001965,MMR,Myanmar,negara,2015,Keterjangkauan internet,i154_FBB_PPP,Fixed-broadband Internet basket (1GB) (2008-2017),71.51,PPP,satuan_harga,PPP,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_FBB_PPP | Keterjangkauan internet
SEA-0001966,MMR,Myanmar,negara,2015,Keterjangkauan internet,i154_Mob$,Mobile-cellular basket (30calls+100sms) (2008-2016),1.9,USD,satuan_harga,USD,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_Mob$ | Keterjangkauan internet
SEA-0001967,MMR,Myanmar,negara,2015,Keterjangkauan internet,i154_Mob_GNI,Mobile-cellular basket (30calls+100sms) (2008-2016),1.8,GNIpc,satuan_harga,GNIpc,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_Mob_GNI | Keterjangkauan internet
SEA-0001968,MMR,Myanmar,negara,2015,Keterjangkauan internet,i154_Mob_PPP,Mobile-cellular basket (30calls+100sms) (2008-2016),7.3,PPP,satuan_harga,PPP,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_Mob_PPP | Keterjangkauan internet
SEA-0001969,MMR,Myanmar,negara,2015,Keterjangkauan internet,i271md_pd_B1GB$,"Mobile-broadband basket, postpaid computer-based (1GB) (2013-2017)",7.27,USD,satuan_harga,USD,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271md_pd_B1GB$ | Keterjangkauan internet
SEA-0001970,MMR,Myanmar,negara,2015,Keterjangkauan internet,i271md_pd_B1GB_GNI,"Mobile-broadband basket, postpaid computer-based (1GB) (2013-2017)",6.87,GNIpc,satuan_harga,GNIpc,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271md_pd_B1GB_GNI | Keterjangkauan internet
SEA-0001971,MMR,Myanmar,negara,2015,Keterjangkauan internet,i271md_pd_B1GB_PPP,"Mobile-broadband basket, postpaid computer-based (1GB) (2013-2017)",28.55,PPP,satuan_harga,PPP,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271md_pd_B1GB_PPP | Keterjangkauan internet
SEA-0001972,MMR,Myanmar,negara,2015,Konteks sosial ekonomi,gni_per_capita_usd,Pendapatan nasional bruto per kapita,1230.0,USD berjalan,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_gni_per_capita_usd,gni_per_capita_usd | Konteks sosial ekonomi
SEA-0001973,MMR,Myanmar,negara,2015,Konteks sosial ekonomi,urban_population_pct,Penduduk yang tinggal di wilayah perkotaan,29.71668212,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_urban_population_pct,urban_population_pct | Konteks sosial ekonomi
SEA-0001974,MMR,Myanmar,negara,2016,Akses dan infrastruktur,electricity_access_pct,Penduduk dengan akses listrik,55.6,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_electricity_access_pct,electricity_access_pct | Akses dan infrastruktur
SEA-0001975,MMR,Myanmar,negara,2016,Akses dan infrastruktur,fixed_broadband_per100,Pelanggan broadband tetap per 100 penduduk,0.174162128,per 100 penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_fixed_broadband_per100,fixed_broadband_per100 | Akses dan infrastruktur
SEA-0001976,MMR,Myanmar,negara,2016,Akses dan infrastruktur,internet_users_pct,Pengguna internet,16.0,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_internet_users_pct,internet_users_pct | Akses dan infrastruktur
SEA-0001977,MMR,Myanmar,negara,2016,Akses dan infrastruktur,mobile_subscriptions_per100,Langganan telepon seluler per 100 penduduk,98.2342602,per 100 penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_mobile_subscriptions_per100,mobile_subscriptions_per100 | Akses dan infrastruktur
SEA-0001978,MMR,Myanmar,negara,2016,Keterjangkauan internet,i154_FBB$,Fixed-broadband Internet basket (1GB) (2008-2017),18.0,USD,satuan_harga,USD,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_FBB$ | Keterjangkauan internet
SEA-0001979,MMR,Myanmar,negara,2016,Keterjangkauan internet,i154_FBB_GNI,Fixed-broadband Internet basket (1GB) (2008-2017),18.62,GNIpc,satuan_harga,GNIpc,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_FBB_GNI | Keterjangkauan internet
SEA-0001980,MMR,Myanmar,negara,2016,Keterjangkauan internet,i154_FBB_PPP,Fixed-broadband Internet basket (1GB) (2008-2017),67.85,PPP,satuan_harga,PPP,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_FBB_PPP | Keterjangkauan internet
SEA-0001981,MMR,Myanmar,negara,2016,Keterjangkauan internet,i154_Mob$,Mobile-cellular basket (30calls+100sms) (2008-2016),1.8,USD,satuan_harga,USD,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_Mob$ | Keterjangkauan internet
SEA-0001982,MMR,Myanmar,negara,2016,Keterjangkauan internet,i154_Mob_GNI,Mobile-cellular basket (30calls+100sms) (2008-2016),1.9,GNIpc,satuan_harga,GNIpc,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_Mob_GNI | Keterjangkauan internet
SEA-0001983,MMR,Myanmar,negara,2016,Keterjangkauan internet,i154_Mob_PPP,Mobile-cellular basket (30calls+100sms) (2008-2016),7.0,PPP,satuan_harga,PPP,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_Mob_PPP | Keterjangkauan internet
SEA-0001984,MMR,Myanmar,negara,2016,Keterjangkauan internet,i271md_pd_B1GB$,"Mobile-broadband basket, postpaid computer-based (1GB) (2013-2017)",5.53,USD,satuan_harga,USD,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271md_pd_B1GB$ | Keterjangkauan internet
SEA-0001985,MMR,Myanmar,negara,2016,Keterjangkauan internet,i271md_pd_B1GB_GNI,"Mobile-broadband basket, postpaid computer-based (1GB) (2013-2017)",5.72,GNIpc,satuan_harga,GNIpc,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271md_pd_B1GB_GNI | Keterjangkauan internet
SEA-0001986,MMR,Myanmar,negara,2016,Keterjangkauan internet,i271md_pd_B1GB_PPP,"Mobile-broadband basket, postpaid computer-based (1GB) (2013-2017)",20.84,PPP,satuan_harga,PPP,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271md_pd_B1GB_PPP | Keterjangkauan internet
SEA-0001987,MMR,Myanmar,negara,2016,Konteks sosial ekonomi,gni_per_capita_usd,Pendapatan nasional bruto per kapita,1230.0,USD berjalan,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_gni_per_capita_usd,gni_per_capita_usd | Konteks sosial ekonomi
SEA-0001988,MMR,Myanmar,negara,2016,Konteks sosial ekonomi,urban_population_pct,Penduduk yang tinggal di wilayah perkotaan,29.81291656,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_urban_population_pct,urban_population_pct | Konteks sosial ekonomi
SEA-0001989,MMR,Myanmar,negara,2016,Pendidikan dan inovasi,secondary_enrolment_gross_pct,Angka partisipasi kasar pendidikan menengah,67.7588501,% populasi usia sekolah resmi,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_secondary_enrolment_gross_pct,secondary_enrolment_gross_pct | Pendidikan dan inovasi
SEA-0001990,MMR,Myanmar,negara,2017,Akses dan infrastruktur,electricity_access_pct,Penduduk dengan akses listrik,69.8,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_electricity_access_pct,electricity_access_pct | Akses dan infrastruktur
SEA-0001991,MMR,Myanmar,negara,2017,Akses dan infrastruktur,fixed_broadband_per100,Pelanggan broadband tetap per 100 penduduk,0.2149862863,per 100 penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_fixed_broadband_per100,fixed_broadband_per100 | Akses dan infrastruktur
SEA-0001992,MMR,Myanmar,negara,2017,Akses dan infrastruktur,internet_users_pct,Pengguna internet,23.62108195,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_internet_users_pct,internet_users_pct | Akses dan infrastruktur
SEA-0001993,MMR,Myanmar,negara,2017,Akses dan infrastruktur,mobile_subscriptions_per100,Langganan telepon seluler per 100 penduduk,92.39179552,per 100 penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_mobile_subscriptions_per100,mobile_subscriptions_per100 | Akses dan infrastruktur
SEA-0001994,MMR,Myanmar,negara,2017,Keterjangkauan internet,i154_FBB$,Fixed-broadband Internet basket (1GB) (2008-2017),13.12,USD,satuan_harga,USD,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_FBB$ | Keterjangkauan internet
SEA-0001995,MMR,Myanmar,negara,2017,Keterjangkauan internet,i154_FBB_GNI,Fixed-broadband Internet basket (1GB) (2008-2017),13.23,GNIpc,satuan_harga,GNIpc,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_FBB_GNI | Keterjangkauan internet
SEA-0001996,MMR,Myanmar,negara,2017,Keterjangkauan internet,i154_FBB_PPP,Fixed-broadband Internet basket (1GB) (2008-2017),52.44,PPP,satuan_harga,PPP,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_FBB_PPP | Keterjangkauan internet
SEA-0001997,MMR,Myanmar,negara,2017,Keterjangkauan internet,i154_Mob$,Mobile-cellular basket (30calls+100sms) (2008-2016),1.6,USD,satuan_harga,USD,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_Mob$ | Keterjangkauan internet
SEA-0001998,MMR,Myanmar,negara,2017,Keterjangkauan internet,i154_Mob_GNI,Mobile-cellular basket (30calls+100sms) (2008-2016),1.61,GNIpc,satuan_harga,GNIpc,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_Mob_GNI | Keterjangkauan internet
SEA-0001999,MMR,Myanmar,negara,2017,Keterjangkauan internet,i154_Mob_PPP,Mobile-cellular basket (30calls+100sms) (2008-2016),6.38,PPP,satuan_harga,PPP,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_Mob_PPP | Keterjangkauan internet
SEA-0002000,MMR,Myanmar,negara,2017,Keterjangkauan internet,i271md_pd_B1GB$,"Mobile-broadband basket, postpaid computer-based (1GB) (2013-2017)",1.62,USD,satuan_harga,USD,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271md_pd_B1GB$ | Keterjangkauan internet
SEA-0002001,MMR,Myanmar,negara,2017,Keterjangkauan internet,i271md_pd_B1GB_GNI,"Mobile-broadband basket, postpaid computer-based (1GB) (2013-2017)",1.63,GNIpc,satuan_harga,GNIpc,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271md_pd_B1GB_GNI | Keterjangkauan internet
SEA-0002002,MMR,Myanmar,negara,2017,Keterjangkauan internet,i271md_pd_B1GB_PPP,"Mobile-broadband basket, postpaid computer-based (1GB) (2013-2017)",6.46,PPP,satuan_harga,PPP,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271md_pd_B1GB_PPP | Keterjangkauan internet
SEA-0002003,MMR,Myanmar,negara,2017,Konteks sosial ekonomi,gni_per_capita_usd,Pendapatan nasional bruto per kapita,1230.0,USD berjalan,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_gni_per_capita_usd,gni_per_capita_usd | Konteks sosial ekonomi
SEA-0002004,MMR,Myanmar,negara,2017,Konteks sosial ekonomi,urban_population_pct,Penduduk yang tinggal di wilayah perkotaan,29.90517277,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_urban_population_pct,urban_population_pct | Konteks sosial ekonomi
SEA-0002005,MMR,Myanmar,negara,2017,Pendidikan dan inovasi,research_spending_gdp_pct,Belanja penelitian dan pengembangan terhadap PDB,0.03218,% PDB,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_research_spending_gdp_pct,research_spending_gdp_pct | Pendidikan dan inovasi
SEA-0002006,MMR,Myanmar,negara,2017,Pendidikan dan inovasi,secondary_enrolment_gross_pct,Angka partisipasi kasar pendidikan menengah,72.34574127,% populasi usia sekolah resmi,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_secondary_enrolment_gross_pct,secondary_enrolment_gross_pct | Pendidikan dan inovasi
SEA-0002007,MMR,Myanmar,negara,2018,Akses dan infrastruktur,electricity_access_pct,Penduduk dengan akses listrik,66.1,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_electricity_access_pct,electricity_access_pct | Akses dan infrastruktur
SEA-0002008,MMR,Myanmar,negara,2018,Akses dan infrastruktur,fixed_broadband_per100,Pelanggan broadband tetap per 100 penduduk,0.2468805292,per 100 penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_fixed_broadband_per100,fixed_broadband_per100 | Akses dan infrastruktur
SEA-0002009,MMR,Myanmar,negara,2018,Akses dan infrastruktur,internet_users_pct,Pengguna internet,29.37899971,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_internet_users_pct,internet_users_pct | Akses dan infrastruktur
SEA-0002010,MMR,Myanmar,negara,2018,Akses dan infrastruktur,mobile_subscriptions_per100,Langganan telepon seluler per 100 penduduk,116.9721363,per 100 penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_mobile_subscriptions_per100,mobile_subscriptions_per100 | Akses dan infrastruktur
SEA-0002011,MMR,Myanmar,negara,2018,Keterjangkauan internet,i154_FBB5$,Fixed-broadband Internet basket (5GB) (2018-),13.99,USD,satuan_harga,USD,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_FBB5$ | Keterjangkauan internet
SEA-0002012,MMR,Myanmar,negara,2018,Keterjangkauan internet,i154_FBB5_GNI,Fixed-broadband Internet basket (5GB) (2018-),12.81,GNIpc,satuan_harga,GNIpc,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_FBB5_GNI | Keterjangkauan internet
SEA-0002013,MMR,Myanmar,negara,2018,Keterjangkauan internet,i154_FBB5_PPP,Fixed-broadband Internet basket (5GB) (2018-),55.01,PPP,satuan_harga,PPP,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_FBB5_PPP | Keterjangkauan internet
SEA-0002014,MMR,Myanmar,negara,2018,Keterjangkauan internet,i154_MobLow$,Mobile-cellular basket – low usage (70min+20sms) (2017-2024),1.61,USD,satuan_harga,USD,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_MobLow$ | Keterjangkauan internet
SEA-0002015,MMR,Myanmar,negara,2018,Keterjangkauan internet,i154_MobLow_GNI,Mobile-cellular basket – low usage (70min+20sms) (2017-2024),1.47,GNIpc,satuan_harga,GNIpc,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_MobLow_GNI | Keterjangkauan internet
SEA-0002016,MMR,Myanmar,negara,2018,Keterjangkauan internet,i154_MobLow_PPP,Mobile-cellular basket – low usage (70min+20sms) (2017-2024),6.32,PPP,satuan_harga,PPP,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_MobLow_PPP | Keterjangkauan internet
SEA-0002017,MMR,Myanmar,negara,2018,Keterjangkauan internet,i271mb_1GB5$,Data-only mobile broadband 1.5 GB (2018-2020),1.26,USD,satuan_harga,USD,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271mb_1GB5$ | Keterjangkauan internet
SEA-0002018,MMR,Myanmar,negara,2018,Keterjangkauan internet,i271mb_1GB5_GNI,Data-only mobile broadband 1.5 GB (2018-2020),1.15,GNIpc,satuan_harga,GNIpc,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271mb_1GB5_GNI | Keterjangkauan internet
SEA-0002019,MMR,Myanmar,negara,2018,Keterjangkauan internet,i271mb_1GB5_PPP,Data-only mobile broadband 1.5 GB (2018-2020),4.95,PPP,satuan_harga,PPP,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271mb_1GB5_PPP | Keterjangkauan internet
SEA-0002020,MMR,Myanmar,negara,2018,Keterjangkauan internet,i271mb_high_1GB5$,"High usage bundle (140 min, 70 SMS, 1.5 GB) (2018-2020)",4.8,USD,satuan_harga,USD,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271mb_high_1GB5$ | Keterjangkauan internet
SEA-0002021,MMR,Myanmar,negara,2018,Keterjangkauan internet,i271mb_high_1GB5_GNI,"High usage bundle (140 min, 70 SMS, 1.5 GB) (2018-2020)",4.4,GNIpc,satuan_harga,GNIpc,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271mb_high_1GB5_GNI | Keterjangkauan internet
SEA-0002022,MMR,Myanmar,negara,2018,Keterjangkauan internet,i271mb_high_1GB5_PPP,"High usage bundle (140 min, 70 SMS, 1.5 GB) (2018-2020)",18.89,PPP,satuan_harga,PPP,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271mb_high_1GB5_PPP | Keterjangkauan internet
SEA-0002023,MMR,Myanmar,negara,2018,Keterjangkauan internet,i271mb_low_500$,Low usage bundle (70min+20sms+500MB) (2018-2024),2.17,USD,satuan_harga,USD,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271mb_low_500$ | Keterjangkauan internet
SEA-0002024,MMR,Myanmar,negara,2018,Keterjangkauan internet,i271mb_low_500_GNI,Low usage bundle (70min+20sms+500MB) (2018-2024),1.99,GNIpc,satuan_harga,GNIpc,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271mb_low_500_GNI | Keterjangkauan internet
SEA-0002025,MMR,Myanmar,negara,2018,Keterjangkauan internet,i271mb_low_500_PPP,Low usage bundle (70min+20sms+500MB) (2018-2024),8.52,PPP,satuan_harga,PPP,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271mb_low_500_PPP | Keterjangkauan internet
SEA-0002026,MMR,Myanmar,negara,2018,Konteks sosial ekonomi,gni_per_capita_usd,Pendapatan nasional bruto per kapita,1310.0,USD berjalan,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_gni_per_capita_usd,gni_per_capita_usd | Konteks sosial ekonomi
SEA-0002027,MMR,Myanmar,negara,2018,Konteks sosial ekonomi,urban_population_pct,Penduduk yang tinggal di wilayah perkotaan,29.99357405,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_urban_population_pct,urban_population_pct | Konteks sosial ekonomi
SEA-0002028,MMR,Myanmar,negara,2018,Pendidikan dan inovasi,research_spending_gdp_pct,Belanja penelitian dan pengembangan terhadap PDB,0.05881,% PDB,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_research_spending_gdp_pct,research_spending_gdp_pct | Pendidikan dan inovasi
SEA-0002029,MMR,Myanmar,negara,2018,Pendidikan dan inovasi,secondary_enrolment_gross_pct,Angka partisipasi kasar pendidikan menengah,77.01914978,% populasi usia sekolah resmi,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_secondary_enrolment_gross_pct,secondary_enrolment_gross_pct | Pendidikan dan inovasi
SEA-0002030,MMR,Myanmar,negara,2019,Akses dan infrastruktur,electricity_access_pct,Penduduk dengan akses listrik,68.3,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_electricity_access_pct,electricity_access_pct | Akses dan infrastruktur
SEA-0002031,MMR,Myanmar,negara,2019,Akses dan infrastruktur,fixed_broadband_per100,Pelanggan broadband tetap per 100 penduduk,0.922960523,per 100 penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_fixed_broadband_per100,fixed_broadband_per100 | Akses dan infrastruktur
SEA-0002032,MMR,Myanmar,negara,2019,Akses dan infrastruktur,internet_users_pct,Pengguna internet,36.54050064,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_internet_users_pct,internet_users_pct | Akses dan infrastruktur
SEA-0002033,MMR,Myanmar,negara,2019,Akses dan infrastruktur,mobile_subscriptions_per100,Langganan telepon seluler per 100 penduduk,155.6694169,per 100 penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_mobile_subscriptions_per100,mobile_subscriptions_per100 | Akses dan infrastruktur
SEA-0002034,MMR,Myanmar,negara,2019,Keterjangkauan internet,i154_FBB5$,Fixed-broadband Internet basket (5GB) (2018-),13.99,USD,satuan_harga,USD,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_FBB5$ | Keterjangkauan internet
SEA-0002035,MMR,Myanmar,negara,2019,Keterjangkauan internet,i154_FBB5_GNI,Fixed-broadband Internet basket (5GB) (2018-),12.81,GNIpc,satuan_harga,GNIpc,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_FBB5_GNI | Keterjangkauan internet
SEA-0002036,MMR,Myanmar,negara,2019,Keterjangkauan internet,i154_FBB5_PPP,Fixed-broadband Internet basket (5GB) (2018-),55.01,PPP,satuan_harga,PPP,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_FBB5_PPP | Keterjangkauan internet
SEA-0002037,MMR,Myanmar,negara,2019,Keterjangkauan internet,i154_MobLow$,Mobile-cellular basket – low usage (70min+20sms) (2017-2024),1.02,USD,satuan_harga,USD,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_MobLow$ | Keterjangkauan internet
SEA-0002038,MMR,Myanmar,negara,2019,Keterjangkauan internet,i154_MobLow_GNI,Mobile-cellular basket – low usage (70min+20sms) (2017-2024),0.94,GNIpc,satuan_harga,GNIpc,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_MobLow_GNI | Keterjangkauan internet
SEA-0002039,MMR,Myanmar,negara,2019,Keterjangkauan internet,i154_MobLow_PPP,Mobile-cellular basket – low usage (70min+20sms) (2017-2024),4.02,PPP,satuan_harga,PPP,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_MobLow_PPP | Keterjangkauan internet
SEA-0002040,MMR,Myanmar,negara,2019,Keterjangkauan internet,i271mb_1GB5$,Data-only mobile broadband 1.5 GB (2018-2020),1.05,USD,satuan_harga,USD,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271mb_1GB5$ | Keterjangkauan internet
SEA-0002041,MMR,Myanmar,negara,2019,Keterjangkauan internet,i271mb_1GB5_GNI,Data-only mobile broadband 1.5 GB (2018-2020),0.96,GNIpc,satuan_harga,GNIpc,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271mb_1GB5_GNI | Keterjangkauan internet
SEA-0002042,MMR,Myanmar,negara,2019,Keterjangkauan internet,i271mb_1GB5_PPP,Data-only mobile broadband 1.5 GB (2018-2020),4.12,PPP,satuan_harga,PPP,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271mb_1GB5_PPP | Keterjangkauan internet
SEA-0002043,MMR,Myanmar,negara,2019,Keterjangkauan internet,i271mb_high_1GB5$,"High usage bundle (140 min, 70 SMS, 1.5 GB) (2018-2020)",2.85,USD,satuan_harga,USD,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271mb_high_1GB5$ | Keterjangkauan internet
SEA-0002044,MMR,Myanmar,negara,2019,Keterjangkauan internet,i271mb_high_1GB5_GNI,"High usage bundle (140 min, 70 SMS, 1.5 GB) (2018-2020)",2.61,GNIpc,satuan_harga,GNIpc,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271mb_high_1GB5_GNI | Keterjangkauan internet
SEA-0002045,MMR,Myanmar,negara,2019,Keterjangkauan internet,i271mb_high_1GB5_PPP,"High usage bundle (140 min, 70 SMS, 1.5 GB) (2018-2020)",11.2,PPP,satuan_harga,PPP,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271mb_high_1GB5_PPP | Keterjangkauan internet
SEA-0002046,MMR,Myanmar,negara,2019,Keterjangkauan internet,i271mb_low_500$,Low usage bundle (70min+20sms+500MB) (2018-2024),1.36,USD,satuan_harga,USD,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271mb_low_500$ | Keterjangkauan internet
SEA-0002047,MMR,Myanmar,negara,2019,Keterjangkauan internet,i271mb_low_500_GNI,Low usage bundle (70min+20sms+500MB) (2018-2024),1.25,GNIpc,satuan_harga,GNIpc,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271mb_low_500_GNI | Keterjangkauan internet
SEA-0002048,MMR,Myanmar,negara,2019,Keterjangkauan internet,i271mb_low_500_PPP,Low usage bundle (70min+20sms+500MB) (2018-2024),5.36,PPP,satuan_harga,PPP,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i271mb_low_500_PPP | Keterjangkauan internet
SEA-0002049,MMR,Myanmar,negara,2019,Konteks sosial ekonomi,gni_per_capita_usd,Pendapatan nasional bruto per kapita,1380.0,USD berjalan,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_gni_per_capita_usd,gni_per_capita_usd | Konteks sosial ekonomi
SEA-0002050,MMR,Myanmar,negara,2019,Konteks sosial ekonomi,urban_population_pct,Penduduk yang tinggal di wilayah perkotaan,30.07824369,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_urban_population_pct,urban_population_pct | Konteks sosial ekonomi
SEA-0002051,MMR,Myanmar,negara,2019,Pendidikan dan inovasi,research_spending_gdp_pct,Belanja penelitian dan pengembangan terhadap PDB,0.08341,% PDB,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_research_spending_gdp_pct,research_spending_gdp_pct | Pendidikan dan inovasi
SEA-0002052,MMR,Myanmar,negara,2020,Akses dan infrastruktur,electricity_access_pct,Penduduk dengan akses listrik,70.4,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_electricity_access_pct,electricity_access_pct | Akses dan infrastruktur
SEA-0002053,MMR,Myanmar,negara,2020,Akses dan infrastruktur,fixed_broadband_per100,Pelanggan broadband tetap per 100 penduduk,1.299245922,per 100 penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_fixed_broadband_per100,fixed_broadband_per100 | Akses dan infrastruktur
SEA-0002054,MMR,Myanmar,negara,2020,Akses dan infrastruktur,internet_users_pct,Pengguna internet,45.4477005,% penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_internet_users_pct,internet_users_pct | Akses dan infrastruktur
SEA-0002055,MMR,Myanmar,negara,2020,Akses dan infrastruktur,mobile_subscriptions_per100,Langganan telepon seluler per 100 penduduk,148.1582081,per 100 penduduk,tidak_ada,tidak_ada,tidak_ada,tidak_ada,wb_mobile_subscriptions_per100,mobile_subscriptions_per100 | Akses dan infrastruktur
SEA-0002056,MMR,Myanmar,negara,2020,Keterjangkauan internet,i154_FBB5$,Fixed-broadband Internet basket (5GB) (2018-),14.5,USD,satuan_harga,USD,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_FBB5$ | Keterjangkauan internet
SEA-0002057,MMR,Myanmar,negara,2020,Keterjangkauan internet,i154_FBB5_GNI,Fixed-broadband Internet basket (5GB) (2018-),11.55,GNIpc,satuan_harga,GNIpc,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_FBB5_GNI | Keterjangkauan internet
SEA-0002058,MMR,Myanmar,negara,2020,Keterjangkauan internet,i154_FBB5_PPP,Fixed-broadband Internet basket (5GB) (2018-),46.01,PPP,satuan_harga,PPP,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_FBB5_PPP | Keterjangkauan internet
SEA-0002059,MMR,Myanmar,negara,2020,Keterjangkauan internet,i154_MobLow$,Mobile-cellular basket – low usage (70min+20sms) (2017-2024),1.06,USD,satuan_harga,USD,periode_metodologi,historical_see_basket_name,itu_ict_price_baskets,i154_MobLow$ | Keterjangkauan internet
